Address,x_coord,y_coord,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
8128 S KEDZIE AVE ,1156368.94311,1850408.83851,857,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Learning Tree,8128 S Kedzie Ave ,,7788802,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3754 W 55TH ST ,1152050.30569,1867938.47032,1716,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,,,,,,,GADS HILL CENTER,WEST ELSDON,,,,,,No,Yes,No,"5980IP(EHS Collaboration Enhanced Home IP), 5980IT(EHS Enhan",,,,,,,,,
3801 S WABASH AVE ,1177484.66375,1879778.93019,723,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1728 N AUSTIN AVE ,1136069.74303,1911001.24192,1809,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-DEBRA BAKER,1728 N AUSTIN AVE ,60639,2376009,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia  Wills,No,Yes,No,"6117IP(EHS Collaboration Enhanced Home IP), 6120IT(Child Car",,,,,,,,,
1004 N KEDZIE AVE ,1154755.43001,1906560.05057,1690,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARGARITA DEL VALLE SITE,1004 N KEDZIE AVE ,60651,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cynthia Suarez,No,Yes,No,"5682IP(EHS Collaboration Enhanced Home IP), 5934IT(Child Car",,,,,,,,,
4250 W 81ST ST ,1149352.81276,1850580.07526,1418,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ILEANA GONZALEZ,4250 W 81ST ST ,60652,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ASHBURN,,,,,Jolene Martin,Yes,No,No,"5606PS(HS Collaboration with Childcare Homes), 5606IP(EHS Co",,,,,,,,,
1653 W 43RD ST ,1165907.44311,1876103.23851,1463,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION PAULO FREIRE,1653 W 43RD ST ,60609,8266260,,,,,,,CHICAGO COMMONS ASSOCIATION,NEW CITY,,,,,Jenny Seacat,Yes,No,Yes,"2626IT(Child Care IT Center), 3402PS(HS Collaboration with C",,,,,,,,,
2809 W 59TH ST ,1158581.06039,1865324.55674,1866,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY CREATIVE LITTLE ONES,2809 W 59TH ST ,60629,4762562,,,,,,,SALVATION ARMY,CHICAGO LAWN,,,,,Audy Sejour,Yes,No,No,,,,,,,,,,
3137 W 71ST ST ,1156522.55254,1857307.02587,1721,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER KOVE LEARNING ACADEMY,3137 W 71ST ST ,60629,4763083,,,,,,,GADS HILL CENTER,CHICAGO LAWN,,,,,Olivia Hargon,Yes,No,No,,,,,,,,,,
1900 W 23RD ST ,1163906.97504,1888853.4734,1589,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS WHITTIER, JOHN GREENLEAF",1900 W 23RD ST ,60608,5354590,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Ms. Zoila  Garcia,Yes,No,No,,,,,,,,,,
4250 S ROCKWELL ST ,1159581.93809,1876265.66168,1578,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SHIELDS, JAMES",4250 S ROCKWELL ST ,60632,5357285,,,,,,,CHICAGO PUBLIC SCHOOLS,BRIGHTON PARK,,,,,Philip Salemi,Yes,No,No,,,,,,,,,,
2610 W 25TH PL ,1159307.46194,1887073.39624,80,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
5745 W DIVISION ST ,1137704.7473,1907354.64933,1858,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE MCKINNEY EARLY LEARNING ACADEMY,5745 W DIVISION ST ,60651,,,,,,,,ONWARD NEIGHBORHOOD HOUSE,AUSTIN,,,,,,Yes,No,No,,,,,,,,,,
8748 S ABERDEEN ST ,1170401.53601,1846563.83452,874,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Little Elite Childcare,8748 S Aberdeen St ,,4887988,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1318 W 95TH ST ,1169095.78077,1841872.92711,550,CPS_Early_Childhood_Portal_scrape.csv," Henry Booth House - Kids Place II, Inc",1318 W 95th St ,,4456500,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3449 W ARTHINGTON ST ,1153319.94311,1895694.03851,111,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
1300 E 75TH ST ,1186226.30178,1855607.0876,547,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
6287 S ARCHER AVE ,1135725.10584,1867653.97495,160,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Kidz Colony,6287 S Archer Ave ,,7678522,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
3651 W SCHUBERT AVE ,1151367.89591,1917650.07217,1550,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MONROE, JAMES",3651 W SCHUBERT AVE ,60647,5344155,,,,,,,CHICAGO PUBLIC SCHOOLS,LOGAN SQUARE,,,,,Mr. Edwin  Rivera,Yes,No,No,,,,,,,,,,
939 W 87TH ST ,1171385.44311,1847046.63851,885,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Pattie Cake,939 W 87th St ,,8749460,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
4312 S CALIFORNIA AVE ,1158346.89591,1875853.55674,504,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - Maria Freeman,4312 S CALIFORNIA AVE ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
3250 W ADAMS ST ,1154821.36237,1899240.97495,497,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - YMCA - Marshall High School,3250 W Adams St ,,2650022,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
10001 S WOODLAWN AVE ,1187506.90999,1837798.22032,514,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2929 W 19TH ST ,1156719.34364,1890448.46723,90,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2826 W 40TH PL ,1158061.84189,1877753.53205,1430,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-PATRICIA OROS,2826 W 40TH PL ,60623,5232223,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,BRIGHTON PARK,,,,,Jolene Martin,Yes,No,No,"5954PS(HS Collaboration with Childcare Homes), 5954IP(EHS Co",,,,,,,,,
1419 E 89TH ST ,1187191.04883,1846103.49192,1546,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCDOWELL, MARY E.",1419 E 89TH ST ,60619,5356404,,,,,,,CHICAGO PUBLIC SCHOOLS,CALUMET HEIGHTS,,,,,Dr. Jo La Tanya Easterling-Hood,Yes,No,No,,,,,,,,,,
945 W 69TH ST ,1171005.14311,1858979.23851,888,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Red Shield,945 W 69th St ,,3583203,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
549 E 76TH ST ,1181451.59491,1854680.73266,1867,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY EDSEL ALBERT AMMONS NURSERY,549 E 76TH ST ,60619,4837040,,,,,,,SALVATION ARMY,GREATER GRAND CROSSING,,,,,Debbie Reynolds,Yes,No,No,,,,,,,,,,
6701 S EMERALD AVE ,1172606.53457,1860377.56908,820,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Little Angels Family DayCare,6701 S Emerald Ave ,,4888777,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
7510 N ASHLAND AVE ,1164040.64591,1949994.63699,1304,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Community Center - Howard Area Community Center,7510 N Ashland Ave ,,7647610,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2510 W CORTEZ ST ,1159393.91912,1907005.47649,1187,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Charter School - Cortez,2510 W Cortez St ,,4867161,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
10509 S TORRENCE AVE ,1195636.75547,1835751.98266,11,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2714 W AUGUSTA BLVD ,1157984.21917,1906659.18174,1533,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS LAFAYETTE, JEAN DE",2714 W AUGUSTA BLVD ,60622,5344326,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST TOWN,,,,,Mrs. Trisha Shrode,Yes,No,No,,,,,,,,,,
5327 S MICHIGAN AVE ,1178171.78038,1869556.20797,1765,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE PRECIOUS LITTLE ONES,5327 S MICHIGAN AVE ,60615,,,,,,,,HENRY BOOTH HOUSE,WASHINGTON PARK,,,,,,Yes,No,No,,,,,,,,,,
630 E 131ST ST ,1182764.36739,1818720.44717,1468,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS ALDRIDGE, IRA F.",630 E 131ST ST ,60827,5355614,,,,,,,CHICAGO PUBLIC SCHOOLS,RIVERDALE,,,,,Mr. Vincent Payne,Yes,No,No,,,,,,,,,,
7240 S WABASH AVE ,1177858.83032,1856751.64316,1494,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS DENEEN, CHARLES S.",7240 S WABASH AVE ,60619,5353035,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Joyce Lockhart-Fisher,Yes,No,No,,,,,,,,,,
2820 W NORTH AVE ,1157234.78059,1910641.12155,670,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Cozy Corner,2820 W North Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
10001 S WOODLAWN AVE ,1186695.90469,1838259.37464,4,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2021 N POINT ST ,1158091.42035,1913487.94871,1485,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS CHASE ELEMENTARY,2021 N POINT ST ,60647,5344185,,,,,,,CHICAGO PUBLIC SCHOOLS,LOGAN SQUARE,,,,,Ms. Elizabeth Gonzalez,Yes,No,No,,,,,,,,,,
2610 N FRANCISCO AVE ,1156513.34311,1917380.63851,78,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
5548 S TRIPP AVE ,1148905.49986,1867260.64624,1653,chapin_dfss_providers_2011_070212.csv,EL HOGAR DEL NINO FCCH-MARIA GUZMAN,5548 S TRIPP AVE ,60629,7354542,,,,,,,EL HOGAR DEL NINO,WEST ELSDON,,,,,,Yes,Yes,No,"5873PS(HS Collaboration with Childcare Homes), 5657IP(EHS Co",,,,,,,,,
5701 W MIDWAY PARK ' ' ,1138188.75646,1902547.7697,1823,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION ST. JOHN,5701 W MIDWAY PARK ,60644,3795533,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Willie Mae Cole,Yes,No,No,3149PS(HS Collaboration with Childcare),,,,,,,,,
4647 W WASHINGTON BLVD ,1145305.64311,1899956.03851,133,CPS_Early_Childhood_Portal_scrape.csv, Home of Life Community Dev. Corp. - Home of Life Just For You,4647 W Washington Blvd ,,6268655,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
3021 W 53RD ST ,1157048.64383,1869275.21723,1711,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-AMELIA VALENCIA SITE,3021 W 53RD ST ,60632,2511196,,,,,,,GADS HILL CENTER,GAGE PARK,,,,,Celina Orozco,No,Yes,No,"5708IP(EHS Collaboration Enhanced Home IP), 5714IT(Child Car",,,,,,,,,
5923 W 63RD ST ,1137907.80096,1862046.42248,155,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Learners,5923 W 63rd St ,,5815541,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
1507 W SUNNYSIDE AVE ,1165149.03546,1929886.37773,1169,CPS_Early_Childhood_Portal_scrape.csv, Karen Cruz Children's Center - Karen Cruz Children's Center,1507 W Sunnyside Ave ,,7281777,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3038 W 59TH ST ,1156952.90846,1865441.80982,686,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Young Scholars Dev. Ins,3038 W 59th St ,,9181944,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2701 W 18TH ST ,1158599.95815,1891220.54748,491,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Aurora Nunez,2701 W 18th St ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2507 N GREENVIEW AVE ,1165986.21977,1916832.63081,1256,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Greenview,2507 N Greenview Ave ,,4721083,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
10951 S MICHIGAN AVE ,1178953.14311,1832162.53851,2156,DFSS_AgencySiteLies_2012.csv,El Valor New Age Preparatory Academy,10951 S Michigan Ave ,60628,7857737,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Tanya Furlow,,,,,,
1347 W ERIE ST ,1167189.13631,1904384.69563,1168,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie House,1347 W Erie St ,,6663460,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
139 S PARKSIDE AVE ,1138840.64311,1898633.93851,1495,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS DEPRIEST, OSCAR",139 S PARKSIDE AVE ,60639,5346800,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Minnie Watson,Yes,No,No,,,,,,,,,,
7424 S MORGAN ST ,1170858.13671,1855551.70797,1581,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS STAGG, AMOS A.",7424 S MORGAN ST ,60621,5353565,,,,,,,CHICAGO PUBLIC SCHOOLS,ENGLEWOOD,,,,,Ms. Ruth A. Miller,Yes,No,No,,,,,,,,,,
311 N WALLER AVE ,1138194.80015,1901585.16785,494,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Sharon James,311 N Waller Ave ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
6224 W NORTH AVE ,1134549.64311,1910076.43851,804,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Alphabet Academy,6224 W North Ave ,,6227055,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1723 W 35TH ST ,1165364.29072,1881387.12464,49,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
4600 S HERMITAGE AVE ,1165357.52226,1874038.66785,1575,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SEWARD, WILLIAM H.",4600 S HERMITAGE AVE ,60609,5354890,,,,,,,CHICAGO PUBLIC SCHOOLS,NEW CITY,,,,,Marcey Reyes,Yes,No,No,,,,,,,,,,
8914 S BUFFALO AVE ,1199462.13665,1846310.60303,1587,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS THORP, JAMES N.",8914 S BUFFALO AVE ,60617,5356250,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH CHICAGO,,,,,Tony Fisher,Yes,No,No,,,,,,,,,,
5522 S RACINE AVE ,1169195.11145,1867920.52279,792,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Allison's Infant Toddler,5522 S Racine Ave ,,4363193,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1030 W VAN BUREN ST ,1169473.35363,1898430.91168,10,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Child Dev. Central Office- Hull House CDS-Homes,1030 W Van Buren St ,,9068600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
5365 W NORTH AVE ,1140129.3065,1910019.816,784,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Angel Wings,5365 W North Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
4800 S PAULINA ST ,1165689.81439,1872784.00736,1211,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Joseph,4800 S Paulina St ,,9272524,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2510 S KILDARE AVE ,1148058.06375,1886876.74501,1984,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Corkery, Daniel",2510 S Kildare Ave ,60623,5341650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bertha Arredondo,,,,,,
2636 N WASHTENAW AVE ,1157831.03036,1917665.89933,1686,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-GLADYS LORENZO,2636 N WASHTENAW AVE ,60647,,,,,,,,ERIE NEIGHBORHOOD HOUSE,LOGAN SQUARE,,,,,,No,Yes,No,"5999PS(HS Collaboration with Childcare Homes), 5999IP(EHS Co",,,,,,,,,
1345 N KARLOV AVE ,1148858.06818,1908783.79748,556,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3863 W HARRISON ST ,1150534.9389,1897018.30674,726,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Little Giants,3863 W Harrison St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
4410 S LAPORTE AVE ,1144017.43376,1874837.9981,1280,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Leclaire-Ryder Day Care / Hull House,4410 S Laporte Ave ,,7675170,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
7831 S PRAIRIE AVE ,1179542.25804,1853128.66785,1570,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS RUGGLES, MARTHA M.",7831 S PRAIRIE AVE ,60619,5353085,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Ida Patterson,Yes,No,No,,,,,,,,,,
604 E 88TH ST ,1181857.52069,1846845.42402,1435,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-TITA JACKSON,604 E 88TH ST ,60619,8744913,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,CHATHAM,,,,,Jolene Martin,Yes,No,No,5990PS(HS Collaboration with Childcare Homes),,,,,,,,,
7350 S JEFFERY BLVD ,1190727.26293,1856369.89007,174,CPS_Early_Childhood_Portal_scrape.csv, South Shore United Methodist - South Shore United,7350 S Jeffery Blvd ,,3244430,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
316 N PULASKI RD ,1149609.25561,1901576.64203,690,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Lake and Pulaski,316 N Pulaski Rd ,,2653830,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2141 W 79TH ST ,1163299.52176,1852167.09686,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
730 N PULASKI RD ,1149428.39057,1904535.19871,1796,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION ORR INFANT TODDLER PROGRAM,730 N PULASKI RD ,60624,8261090,,,,,,,HULL HOUSE ASSOCIATION,HUMBOLDT PARK,,,,,,No,Yes,No,,,,,,,,,,
1400 W GARFIELD BLVD ,1167870.28716,1868393.89316,1450,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION COMPUTER PRESCHOOL ACADEMY,1400 W GARFIELD BLVD ,60609,6275000,,,,,,,CHICAGO COMMONS ASSOCIATION,NEW CITY,,,,,,Yes,No,No,,,,,,,,,,
1073 W MAXWELL ST ,1169647.83638,1893924.8376,1163,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Newberry Center,1073 W Maxwell St ,,8297555,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
338 E 103RD ST ,1180501.24311,1836829.23851,2093,DFSS_AgencySiteLies_2012.csv,Chicago State University Shining Star Early Learning Academy - III,338 E 103rd St ,60628,9957827,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Erica Shirley ,,,,,,
4718 S LECLAIRE AVE ,1143078.46679,1872772.64624,1652,chapin_dfss_providers_2011_070212.csv,EL HOGAR DEL NINO FCCH-LOURDES VELASCO,4718 S LECLAIRE AVE ,60638,5822250,,,,,,,EL HOGAR DEL NINO,GARFIELD RIDGE,,,,,,Yes,Yes,No,"5867PS(HS Collaboration with Childcare Homes), 5814IP(EHS Co",,,,,,,,,
4837 W ERIE ST ,1143788.66883,1903786.75736,1554,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS NASH, HENRY H.",4837 W ERIE ST ,60644,5346125,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Ms. Tresa D.  Dunbar,Yes,No,No,,,,,,,,,,
724 W 116TH PL ,1173448.08357,1827892.97032,1596,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY FCCH-EVELYN CROSS,724 W 116TH PL ,60628,4374020,,,,,,,CHICAGO STATE UNIVERSITY,WEST PULLMAN,,,,,Evelyn Lang,No,Yes,No,"5992IP(EHS Collaboration Enhanced Home IP), 5992IT(EHS Enhan",,,,,,,,,
9040 S VINCENNES AVE ,1171287.32306,1844663.93945,881,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Kids R First,9040 S Vincennes Ave ,,4454900,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3401 W AINSLIE ST ,1152734.51818,1932265.18637,1197,CPS_Early_Childhood_Portal_scrape.csv, Albany Park Community Center - Albany Park Day Care - Ainslie,3401 W Ainslie St ,,5395907,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3050 E 92ND ST ,1198250.2305,1844654.28205,1673,chapin_dfss_providers_2011_070212.csv,EL VALOR REY GONZALEZ CHILDREN AND FAMILY CENTER,3050 E 92ND ST ,60617,7219311,,,,,,,EL VALOR,SOUTH CHICAGO,,,,,Monica Williams,Yes,No,Yes,"2170IT(Child Care IT Center), 2170PS(Child Care PS Center),",,,,,,,,,
8751 S GREENWOOD AVE ,1185530.14311,1846909.53851,875,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Child Quest,8751 S Greenwood Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1051 N MASSASOIT AVE ,1137900.12998,1906648.74192,1812,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-LASHANDA BAYLOR,1051 N MASSASOIT AVE ,60651,8297555,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6118IP(EHS Collaboration Enhanced Home IP), 6121IT(Child Car",,,,,,,,,
5412 W POTOMAC AVE ,1139898.1166,1908208.49192,1726,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-GLENNER MITCHELL,5412 W POTOMAC AVE ,60651,3784974,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5608IP(EHS Collaboration Enhanced Home IP), 5608IT(EHS Enhan",,,,,,,,,
2712 S SAWYER AVE ,1155036.43463,1885654.49192,1544,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MCCORMICK, CYRUS H.",2712 S SAWYER AVE ,60623,5357252,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH LAWNDALE,,,,,ms. Virginia S. Rivera,Yes,No,No,,,,,,,,,,
6245 S WABASH AVE ,1177903.57462,1863444.85303,806,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - Yancey,6245 S Wabash Ave ,,3634733,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
7428 N ROGERS AVE ,1163361.94311,1949428.83851,1458,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION LITTLE PEOPLE'S DAY CARE,7428 N ROGERS AVE ,60626,7612305,,,,,,,CHICAGO COMMONS ASSOCIATION,ROGERS PARK,,,,,Marlene Bansa,Yes,No,No,,,,,,,,,,
3255 W ALTGELD ST ,1153935.35119,1916367.49192,1196,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christoper House - Logan Square,3255 W Altgeld St ,,2354073,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
